,Time (CET),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Actual Total Load [MW] - BZN|DE-LU,Imbalance [MW],Quarter
7011,15.03.2019 00:45 - 15.03.2019 01:00,50340.0,53071.0,2731.0,3
7012,15.03.2019 01:00 - 15.03.2019 01:15,49809.0,52761.0,2952.0,4
7013,15.03.2019 01:15 - 15.03.2019 01:30,49240.0,52302.0,3062.0,5
7014,15.03.2019 01:30 - 15.03.2019 01:45,48928.0,51753.0,2825.0,6
7015,15.03.2019 01:45 - 15.03.2019 02:00,48626.0,51701.0,3075.0,7
7016,15.03.2019 02:00 - 15.03.2019 02:15,48370.0,51125.0,2755.0,8
7017,15.03.2019 02:15 - 15.03.2019 02:30,48240.0,51029.0,2789.0,9
7018,15.03.2019 02:30 - 15.03.2019 02:45,48214.0,50749.0,2535.0,10
7019,15.03.2019 02:45 - 15.03.2019 03:00,48332.0,50910.0,2578.0,11
7020,15.03.2019 03:00 - 15.03.2019 03:15,48411.0,50998.0,2587.0,12
7021,15.03.2019 03:15 - 15.03.2019 03:30,48532.0,50970.0,2438.0,13
7022,15.03.2019 03:30 - 15.03.2019 03:45,48688.0,50876.0,2188.0,14
7023,15.03.2019 03:45 - 15.03.2019 04:00,48966.0,51098.0,2132.0,15
7024,15.03.2019 04:00 - 15.03.2019 04:15,49342.0,51601.0,2259.0,16
7025,15.03.2019 04:15 - 15.03.2019 04:30,49755.0,52001.0,2246.0,17
7026,15.03.2019 04:30 - 15.03.2019 04:45,50318.0,52215.0,1897.0,18
7027,15.03.2019 04:45 - 15.03.2019 05:00,50882.0,52875.0,1993.0,19
7028,15.03.2019 05:00 - 15.03.2019 05:15,52043.0,53721.0,1678.0,20
7029,15.03.2019 05:15 - 15.03.2019 05:30,52572.0,54103.0,1531.0,21
7030,15.03.2019 05:30 - 15.03.2019 05:45,53615.0,55305.0,1690.0,22
7031,15.03.2019 05:45 - 15.03.2019 06:00,54968.0,57050.0,2082.0,23
7032,15.03.2019 06:00 - 15.03.2019 06:15,57557.0,59634.0,2077.0,24
7033,15.03.2019 06:15 - 15.03.2019 06:30,59612.0,61086.0,1474.0,25
7034,15.03.2019 06:30 - 15.03.2019 06:45,61048.0,62831.0,1783.0,26
7035,15.03.2019 06:45 - 15.03.2019 07:00,62310.0,64128.0,1818.0,27
7036,15.03.2019 07:00 - 15.03.2019 07:15,63733.0,65347.0,1614.0,28
7037,15.03.2019 07:15 - 15.03.2019 07:30,64775.0,66472.0,1697.0,29
7038,15.03.2019 07:30 - 15.03.2019 07:45,67056.0,67217.0,161.0,30
7039,15.03.2019 07:45 - 15.03.2019 08:00,67828.0,67782.0,-46.0,31
7040,15.03.2019 08:00 - 15.03.2019 08:15,68809.0,68053.0,-756.0,32
7041,15.03.2019 08:15 - 15.03.2019 08:30,68923.0,68578.0,-345.0,33
7042,15.03.2019 08:30 - 15.03.2019 08:45,69310.0,69330.0,20.0,34
7043,15.03.2019 08:45 - 15.03.2019 09:00,69690.0,69553.0,-137.0,35
7044,15.03.2019 09:00 - 15.03.2019 09:15,69606.0,69953.0,347.0,36
7045,15.03.2019 09:15 - 15.03.2019 09:30,69791.0,70102.0,311.0,37
7046,15.03.2019 09:30 - 15.03.2019 09:45,69972.0,70867.0,895.0,38
7047,15.03.2019 09:45 - 15.03.2019 10:00,70462.0,70924.0,462.0,39
7048,15.03.2019 10:00 - 15.03.2019 10:15,70774.0,71229.0,455.0,40
7049,15.03.2019 10:15 - 15.03.2019 10:30,70940.0,71476.0,536.0,41
7050,15.03.2019 10:30 - 15.03.2019 10:45,71192.0,71917.0,725.0,42
7051,15.03.2019 10:45 - 15.03.2019 11:00,71355.0,72256.0,901.0,43
7052,15.03.2019 11:00 - 15.03.2019 11:15,71421.0,72691.0,1270.0,44
7053,15.03.2019 11:15 - 15.03.2019 11:30,71874.0,73358.0,1484.0,45
7054,15.03.2019 11:30 - 15.03.2019 11:45,72180.0,73419.0,1239.0,46
7055,15.03.2019 11:45 - 15.03.2019 12:00,72351.0,73445.0,1094.0,47
7056,15.03.2019 12:00 - 15.03.2019 12:15,71482.0,73277.0,1795.0,48
7057,15.03.2019 12:15 - 15.03.2019 12:30,71252.0,73514.0,2262.0,49
7058,15.03.2019 12:30 - 15.03.2019 12:45,70873.0,72690.0,1817.0,50
7059,15.03.2019 12:45 - 15.03.2019 13:00,70939.0,72121.0,1182.0,51
7060,15.03.2019 13:00 - 15.03.2019 13:15,70557.0,71925.0,1368.0,52
7061,15.03.2019 13:15 - 15.03.2019 13:30,70289.0,71663.0,1374.0,53
7062,15.03.2019 13:30 - 15.03.2019 13:45,69875.0,71447.0,1572.0,54
7063,15.03.2019 13:45 - 15.03.2019 14:00,68970.0,71167.0,2197.0,55
7064,15.03.2019 14:00 - 15.03.2019 14:15,68668.0,71160.0,2492.0,56
7065,15.03.2019 14:15 - 15.03.2019 14:30,68421.0,70811.0,2390.0,57
7066,15.03.2019 14:30 - 15.03.2019 14:45,68093.0,70565.0,2472.0,58
7067,15.03.2019 14:45 - 15.03.2019 15:00,68051.0,69918.0,1867.0,59
7068,15.03.2019 15:00 - 15.03.2019 15:15,67434.0,70267.0,2833.0,60
7069,15.03.2019 15:15 - 15.03.2019 15:30,67485.0,69944.0,2459.0,61
7070,15.03.2019 15:30 - 15.03.2019 15:45,67067.0,70002.0,2935.0,62
7071,15.03.2019 15:45 - 15.03.2019 16:00,66487.0,69716.0,3229.0,63
7072,15.03.2019 16:00 - 15.03.2019 16:15,66542.0,69313.0,2771.0,64
7073,15.03.2019 16:15 - 15.03.2019 16:30,66048.0,69484.0,3436.0,65
7074,15.03.2019 16:30 - 15.03.2019 16:45,65428.0,69201.0,3773.0,66
7075,15.03.2019 16:45 - 15.03.2019 17:00,66378.0,69054.0,2676.0,67
7076,15.03.2019 17:00 - 15.03.2019 17:15,66632.0,69441.0,2809.0,68
7077,15.03.2019 17:15 - 15.03.2019 17:30,66639.0,69371.0,2732.0,69
7078,15.03.2019 17:30 - 15.03.2019 17:45,67290.0,69749.0,2459.0,70
7079,15.03.2019 17:45 - 15.03.2019 18:00,67537.0,69501.0,1964.0,71
7080,15.03.2019 18:00 - 15.03.2019 18:15,67735.0,69589.0,1854.0,72
7081,15.03.2019 18:15 - 15.03.2019 18:30,68213.0,69964.0,1751.0,73
7082,15.03.2019 18:30 - 15.03.2019 18:45,68851.0,70848.0,1997.0,74
7083,15.03.2019 18:45 - 15.03.2019 19:00,69060.0,71670.0,2610.0,75
7084,15.03.2019 19:00 - 15.03.2019 19:15,69034.0,72167.0,3133.0,76
7085,15.03.2019 19:15 - 15.03.2019 19:30,68356.0,71650.0,3294.0,77
7086,15.03.2019 19:30 - 15.03.2019 19:45,67782.0,70825.0,3043.0,78
7087,15.03.2019 19:45 - 15.03.2019 20:00,67219.0,69934.0,2715.0,79
7088,15.03.2019 20:00 - 15.03.2019 20:15,66152.0,68441.0,2289.0,80
7089,15.03.2019 20:15 - 15.03.2019 20:30,64343.0,67081.0,2738.0,81
7090,15.03.2019 20:30 - 15.03.2019 20:45,63349.0,66033.0,2684.0,82
7091,15.03.2019 20:45 - 15.03.2019 21:00,62685.0,64895.0,2210.0,83
7092,15.03.2019 21:00 - 15.03.2019 21:15,61417.0,63893.0,2476.0,84
7093,15.03.2019 21:15 - 15.03.2019 21:30,60839.0,63115.0,2276.0,85
7094,15.03.2019 21:30 - 15.03.2019 21:45,60459.0,62027.0,1568.0,86
7095,15.03.2019 21:45 - 15.03.2019 22:00,59835.0,61142.0,1307.0,87
7096,15.03.2019 22:00 - 15.03.2019 22:15,59788.0,61270.0,1482.0,88
7097,15.03.2019 22:15 - 15.03.2019 22:30,58952.0,60317.0,1365.0,89
7098,15.03.2019 22:30 - 15.03.2019 22:45,58073.0,58916.0,843.0,90
7099,15.03.2019 22:45 - 15.03.2019 23:00,56784.0,58434.0,1650.0,91
7100,15.03.2019 23:00 - 15.03.2019 23:15,55490.0,57625.0,2135.0,92
7101,15.03.2019 23:15 - 15.03.2019 23:30,54513.0,56237.0,1724.0,93
7102,15.03.2019 23:30 - 15.03.2019 23:45,53736.0,55448.0,1712.0,94
7103,15.03.2019 23:45 - 16.03.2019 00:00,52775.0,54459.0,1684.0,95
7104,16.03.2019 00:00 - 16.03.2019 00:15,51225.0,53738.0,2513.0,0
7105,16.03.2019 00:15 - 16.03.2019 00:30,50470.0,53037.0,2567.0,1
7106,16.03.2019 00:30 - 16.03.2019 00:45,49849.0,52508.0,2659.0,2
7107,16.03.2019 00:45 - 16.03.2019 01:00,49206.0,51563.0,2357.0,3
7108,16.03.2019 01:00 - 16.03.2019 01:15,48439.0,50695.0,2256.0,4
7109,16.03.2019 01:15 - 16.03.2019 01:30,47992.0,50271.0,2279.0,5
7110,16.03.2019 01:30 - 16.03.2019 01:45,47737.0,49959.0,2222.0,6
7111,16.03.2019 01:45 - 16.03.2019 02:00,47385.0,49371.0,1986.0,7
7112,16.03.2019 02:00 - 16.03.2019 02:15,46922.0,49025.0,2103.0,8
7113,16.03.2019 02:15 - 16.03.2019 02:30,46694.0,48747.0,2053.0,9
7114,16.03.2019 02:30 - 16.03.2019 02:45,46485.0,48412.0,1927.0,10
7115,16.03.2019 02:45 - 16.03.2019 03:00,46518.0,48425.0,1907.0,11
7116,16.03.2019 03:00 - 16.03.2019 03:15,46452.0,48127.0,1675.0,12
7117,16.03.2019 03:15 - 16.03.2019 03:30,46519.0,48165.0,1646.0,13
7118,16.03.2019 03:30 - 16.03.2019 03:45,46496.0,48301.0,1805.0,14
7119,16.03.2019 03:45 - 16.03.2019 04:00,46601.0,48160.0,1559.0,15
7120,16.03.2019 04:00 - 16.03.2019 04:15,46721.0,48081.0,1360.0,16
7121,16.03.2019 04:15 - 16.03.2019 04:30,46863.0,47967.0,1104.0,17
7122,16.03.2019 04:30 - 16.03.2019 04:45,46991.0,48241.0,1250.0,18
7123,16.03.2019 04:45 - 16.03.2019 05:00,47023.0,48368.0,1345.0,19
7124,16.03.2019 05:00 - 16.03.2019 05:15,47527.0,48253.0,726.0,20
7125,16.03.2019 05:15 - 16.03.2019 05:30,47456.0,48111.0,655.0,21
7126,16.03.2019 05:30 - 16.03.2019 05:45,47611.0,48085.0,474.0,22
7127,16.03.2019 05:45 - 16.03.2019 06:00,48075.0,48254.0,179.0,23
7128,16.03.2019 06:00 - 16.03.2019 06:15,48514.0,47781.0,-733.0,24
7129,16.03.2019 06:15 - 16.03.2019 06:30,49099.0,48374.0,-725.0,25
7130,16.03.2019 06:30 - 16.03.2019 06:45,49442.0,48876.0,-566.0,26
7131,16.03.2019 06:45 - 16.03.2019 07:00,50186.0,49267.0,-919.0,27
7132,16.03.2019 07:00 - 16.03.2019 07:15,51160.0,50162.0,-998.0,28
7133,16.03.2019 07:15 - 16.03.2019 07:30,51447.0,50815.0,-632.0,29
7134,16.03.2019 07:30 - 16.03.2019 07:45,51209.0,51578.0,369.0,30
7135,16.03.2019 07:45 - 16.03.2019 08:00,52229.0,52384.0,155.0,31
7136,16.03.2019 08:00 - 16.03.2019 08:15,53076.0,53357.0,281.0,32
7137,16.03.2019 08:15 - 16.03.2019 08:30,53876.0,54049.0,173.0,33
7138,16.03.2019 08:30 - 16.03.2019 08:45,54934.0,54580.0,-354.0,34
7139,16.03.2019 08:45 - 16.03.2019 09:00,55374.0,55106.0,-268.0,35
7140,16.03.2019 09:00 - 16.03.2019 09:15,56288.0,56086.0,-202.0,36
7141,16.03.2019 09:15 - 16.03.2019 09:30,57221.0,56932.0,-289.0,37
7142,16.03.2019 09:30 - 16.03.2019 09:45,57862.0,57685.0,-177.0,38
7143,16.03.2019 09:45 - 16.03.2019 10:00,58691.0,58252.0,-439.0,39
7144,16.03.2019 10:00 - 16.03.2019 10:15,58954.0,58741.0,-213.0,40
7145,16.03.2019 10:15 - 16.03.2019 10:30,59466.0,58489.0,-977.0,41
7146,16.03.2019 10:30 - 16.03.2019 10:45,59856.0,58324.0,-1532.0,42
7147,16.03.2019 10:45 - 16.03.2019 11:00,60108.0,58785.0,-1323.0,43
7148,16.03.2019 11:00 - 16.03.2019 11:15,60389.0,59570.0,-819.0,44
7149,16.03.2019 11:15 - 16.03.2019 11:30,60655.0,60227.0,-428.0,45
7150,16.03.2019 11:30 - 16.03.2019 11:45,60845.0,60268.0,-577.0,46
7151,16.03.2019 11:45 - 16.03.2019 12:00,60997.0,60224.0,-773.0,47
7152,16.03.2019 12:00 - 16.03.2019 12:15,60129.0,60122.0,-7.0,48
7153,16.03.2019 12:15 - 16.03.2019 12:30,60179.0,59750.0,-429.0,49
7154,16.03.2019 12:30 - 16.03.2019 12:45,59492.0,59609.0,117.0,50
7155,16.03.2019 12:45 - 16.03.2019 13:00,59198.0,59066.0,-132.0,51
7156,16.03.2019 13:00 - 16.03.2019 13:15,58849.0,58733.0,-116.0,52
7157,16.03.2019 13:15 - 16.03.2019 13:30,58425.0,58536.0,111.0,53
7158,16.03.2019 13:30 - 16.03.2019 13:45,57966.0,58242.0,276.0,54
7159,16.03.2019 13:45 - 16.03.2019 14:00,57094.0,58035.0,941.0,55
7160,16.03.2019 14:00 - 16.03.2019 14:15,56722.0,57927.0,1205.0,56
7161,16.03.2019 14:15 - 16.03.2019 14:30,56181.0,57401.0,1220.0,57
7162,16.03.2019 14:30 - 16.03.2019 14:45,56220.0,57495.0,1275.0,58
7163,16.03.2019 14:45 - 16.03.2019 15:00,56410.0,57306.0,896.0,59
7164,16.03.2019 15:00 - 16.03.2019 15:15,56672.0,57263.0,591.0,60
7165,16.03.2019 15:15 - 16.03.2019 15:30,55892.0,56840.0,948.0,61
7166,16.03.2019 15:30 - 16.03.2019 15:45,55731.0,56591.0,860.0,62
7167,16.03.2019 15:45 - 16.03.2019 16:00,55583.0,56691.0,1108.0,63
7168,16.03.2019 16:00 - 16.03.2019 16:15,55718.0,56509.0,791.0,64
7169,16.03.2019 16:15 - 16.03.2019 16:30,56113.0,55981.0,-132.0,65
7170,16.03.2019 16:30 - 16.03.2019 16:45,56319.0,56113.0,-206.0,66
7171,16.03.2019 16:45 - 16.03.2019 17:00,55847.0,56226.0,379.0,67
7172,16.03.2019 17:00 - 16.03.2019 17:15,56490.0,56774.0,284.0,68
7173,16.03.2019 17:15 - 16.03.2019 17:30,56748.0,57480.0,732.0,69
7174,16.03.2019 17:30 - 16.03.2019 17:45,57652.0,57536.0,-116.0,70
7175,16.03.2019 17:45 - 16.03.2019 18:00,57459.0,58519.0,1060.0,71
7176,16.03.2019 18:00 - 16.03.2019 18:15,58262.0,59003.0,741.0,72
7177,16.03.2019 18:15 - 16.03.2019 18:30,59266.0,59476.0,210.0,73
7178,16.03.2019 18:30 - 16.03.2019 18:45,59675.0,60426.0,751.0,74
7179,16.03.2019 18:45 - 16.03.2019 19:00,59958.0,61619.0,1661.0,75
7180,16.03.2019 19:00 - 16.03.2019 19:15,60039.0,61604.0,1565.0,76
7181,16.03.2019 19:15 - 16.03.2019 19:30,59771.0,61197.0,1426.0,77
7182,16.03.2019 19:30 - 16.03.2019 19:45,59299.0,60286.0,987.0,78
7183,16.03.2019 19:45 - 16.03.2019 20:00,58279.0,59421.0,1142.0,79
7184,16.03.2019 20:00 - 16.03.2019 20:15,57391.0,58799.0,1408.0,80
7185,16.03.2019 20:15 - 16.03.2019 20:30,56177.0,57619.0,1442.0,81
7186,16.03.2019 20:30 - 16.03.2019 20:45,55175.0,56585.0,1410.0,82
7187,16.03.2019 20:45 - 16.03.2019 21:00,54755.0,55525.0,770.0,83
7188,16.03.2019 21:00 - 16.03.2019 21:15,53690.0,55211.0,1521.0,84
7189,16.03.2019 21:15 - 16.03.2019 21:30,53278.0,54325.0,1047.0,85
7190,16.03.2019 21:30 - 16.03.2019 21:45,53590.0,53790.0,200.0,86
7191,16.03.2019 21:45 - 16.03.2019 22:00,52809.0,53749.0,940.0,87
7192,16.03.2019 22:00 - 16.03.2019 22:15,53230.0,54518.0,1288.0,88
7193,16.03.2019 22:15 - 16.03.2019 22:30,52750.0,53749.0,999.0,89
7194,16.03.2019 22:30 - 16.03.2019 22:45,51832.0,52502.0,670.0,90
7195,16.03.2019 22:45 - 16.03.2019 23:00,51001.0,51642.0,641.0,91
7196,16.03.2019 23:00 - 16.03.2019 23:15,49835.0,50775.0,940.0,92
7197,16.03.2019 23:15 - 16.03.2019 23:30,49150.0,49753.0,603.0,93
7198,16.03.2019 23:30 - 16.03.2019 23:45,48378.0,49006.0,628.0,94
7199,16.03.2019 23:45 - 17.03.2019 00:00,47709.0,48185.0,476.0,95
7200,17.03.2019 00:00 - 17.03.2019 00:15,46080.0,48229.0,2149.0,0
7201,17.03.2019 00:15 - 17.03.2019 00:30,45371.0,47462.0,2091.0,1
7202,17.03.2019 00:30 - 17.03.2019 00:45,44769.0,46195.0,1426.0,2
7203,17.03.2019 00:45 - 17.03.2019 01:00,44240.0,45442.0,1202.0,3
7204,17.03.2019 01:00 - 17.03.2019 01:15,43559.0,44798.0,1239.0,4
7205,17.03.2019 01:15 - 17.03.2019 01:30,43075.0,44473.0,1398.0,5
7206,17.03.2019 01:30 - 17.03.2019 01:45,42708.0,44051.0,1343.0,6
7207,17.03.2019 01:45 - 17.03.2019 02:00,42402.0,43777.0,1375.0,7
7208,17.03.2019 02:00 - 17.03.2019 02:15,42240.0,43930.0,1690.0,8
7209,17.03.2019 02:15 - 17.03.2019 02:30,41880.0,43835.0,1955.0,9
7210,17.03.2019 02:30 - 17.03.2019 02:45,41680.0,43966.0,2286.0,10
7211,17.03.2019 02:45 - 17.03.2019 03:00,41717.0,43198.0,1481.0,11
7212,17.03.2019 03:00 - 17.03.2019 03:15,41575.0,43389.0,1814.0,12
7213,17.03.2019 03:15 - 17.03.2019 03:30,41731.0,43464.0,1733.0,13
7214,17.03.2019 03:30 - 17.03.2019 03:45,41708.0,43473.0,1765.0,14
7215,17.03.2019 03:45 - 17.03.2019 04:00,41764.0,43514.0,1750.0,15
7216,17.03.2019 04:00 - 17.03.2019 04:15,41831.0,43637.0,1806.0,16
7217,17.03.2019 04:15 - 17.03.2019 04:30,41951.0,43791.0,1840.0,17
7218,17.03.2019 04:30 - 17.03.2019 04:45,42014.0,44056.0,2042.0,18
7219,17.03.2019 04:45 - 17.03.2019 05:00,42140.0,44153.0,2013.0,19
7220,17.03.2019 05:00 - 17.03.2019 05:15,42323.0,44025.0,1702.0,20
7221,17.03.2019 05:15 - 17.03.2019 05:30,42101.0,43678.0,1577.0,21
7222,17.03.2019 05:30 - 17.03.2019 05:45,42148.0,43475.0,1327.0,22
7223,17.03.2019 05:45 - 17.03.2019 06:00,41902.0,43703.0,1801.0,23
7224,17.03.2019 06:00 - 17.03.2019 06:15,41571.0,43523.0,1952.0,24
7225,17.03.2019 06:15 - 17.03.2019 06:30,41950.0,43468.0,1518.0,25
7226,17.03.2019 06:30 - 17.03.2019 06:45,41916.0,43800.0,1884.0,26
7227,17.03.2019 06:45 - 17.03.2019 07:00,42168.0,44329.0,2161.0,27
7228,17.03.2019 07:00 - 17.03.2019 07:15,42499.0,45040.0,2541.0,28
7229,17.03.2019 07:15 - 17.03.2019 07:30,42894.0,45769.0,2875.0,29
7230,17.03.2019 07:30 - 17.03.2019 07:45,44004.0,46192.0,2188.0,30
7231,17.03.2019 07:45 - 17.03.2019 08:00,44707.0,46917.0,2210.0,31
7232,17.03.2019 08:00 - 17.03.2019 08:15,45793.0,47812.0,2019.0,32
7233,17.03.2019 08:15 - 17.03.2019 08:30,46740.0,48628.0,1888.0,33
7234,17.03.2019 08:30 - 17.03.2019 08:45,47318.0,49562.0,2244.0,34
7235,17.03.2019 08:45 - 17.03.2019 09:00,48139.0,50438.0,2299.0,35
7236,17.03.2019 09:00 - 17.03.2019 09:15,49272.0,51134.0,1862.0,36
7237,17.03.2019 09:15 - 17.03.2019 09:30,50556.0,51985.0,1429.0,37
7238,17.03.2019 09:30 - 17.03.2019 09:45,51149.0,53018.0,1869.0,38
7239,17.03.2019 09:45 - 17.03.2019 10:00,51851.0,53643.0,1792.0,39
7240,17.03.2019 10:00 - 17.03.2019 10:15,52483.0,54367.0,1884.0,40
7241,17.03.2019 10:15 - 17.03.2019 10:30,53005.0,54693.0,1688.0,41
7242,17.03.2019 10:30 - 17.03.2019 10:45,53665.0,55231.0,1566.0,42
7243,17.03.2019 10:45 - 17.03.2019 11:00,54177.0,56252.0,2075.0,43
7244,17.03.2019 11:00 - 17.03.2019 11:15,54794.0,57169.0,2375.0,44
7245,17.03.2019 11:15 - 17.03.2019 11:30,55388.0,58354.0,2966.0,45
7246,17.03.2019 11:30 - 17.03.2019 11:45,55763.0,58243.0,2480.0,46
7247,17.03.2019 11:45 - 17.03.2019 12:00,55965.0,58069.0,2104.0,47
7248,17.03.2019 12:00 - 17.03.2019 12:15,55202.0,57508.0,2306.0,48
7249,17.03.2019 12:15 - 17.03.2019 12:30,55310.0,56837.0,1527.0,49
7250,17.03.2019 12:30 - 17.03.2019 12:45,54470.0,55962.0,1492.0,50
7251,17.03.2019 12:45 - 17.03.2019 13:00,54303.0,55121.0,818.0,51
7252,17.03.2019 13:00 - 17.03.2019 13:15,53776.0,55888.0,2112.0,52
7253,17.03.2019 13:15 - 17.03.2019 13:30,53376.0,54830.0,1454.0,53
7254,17.03.2019 13:30 - 17.03.2019 13:45,53152.0,54877.0,1725.0,54
7255,17.03.2019 13:45 - 17.03.2019 14:00,52232.0,54715.0,2483.0,55
7256,17.03.2019 14:00 - 17.03.2019 14:15,52105.0,54283.0,2178.0,56
7257,17.03.2019 14:15 - 17.03.2019 14:30,51658.0,53894.0,2236.0,57
7258,17.03.2019 14:30 - 17.03.2019 14:45,51861.0,53704.0,1843.0,58
7259,17.03.2019 14:45 - 17.03.2019 15:00,52226.0,53164.0,938.0,59
7260,17.03.2019 15:00 - 17.03.2019 15:15,52401.0,53554.0,1153.0,60
7261,17.03.2019 15:15 - 17.03.2019 15:30,51602.0,53047.0,1445.0,61
7262,17.03.2019 15:30 - 17.03.2019 15:45,51289.0,52138.0,849.0,62
7263,17.03.2019 15:45 - 17.03.2019 16:00,51273.0,52336.0,1063.0,63
7264,17.03.2019 16:00 - 17.03.2019 16:15,51422.0,52909.0,1487.0,64
7265,17.03.2019 16:15 - 17.03.2019 16:30,51745.0,52776.0,1031.0,65
7266,17.03.2019 16:30 - 17.03.2019 16:45,51807.0,52705.0,898.0,66
7267,17.03.2019 16:45 - 17.03.2019 17:00,51304.0,52792.0,1488.0,67
7268,17.03.2019 17:00 - 17.03.2019 17:15,51984.0,52643.0,659.0,68
7269,17.03.2019 17:15 - 17.03.2019 17:30,52259.0,52648.0,389.0,69
7270,17.03.2019 17:30 - 17.03.2019 17:45,53281.0,53458.0,177.0,70
7271,17.03.2019 17:45 - 17.03.2019 18:00,53830.0,53713.0,-117.0,71
7272,17.03.2019 18:00 - 17.03.2019 18:15,54855.0,54567.0,-288.0,72
7273,17.03.2019 18:15 - 17.03.2019 18:30,55901.0,55696.0,-205.0,73
7274,17.03.2019 18:30 - 17.03.2019 18:45,56450.0,56306.0,-144.0,74
7275,17.03.2019 18:45 - 17.03.2019 19:00,56725.0,57694.0,969.0,75
7276,17.03.2019 19:00 - 17.03.2019 19:15,56941.0,57902.0,961.0,76
7277,17.03.2019 19:15 - 17.03.2019 19:30,56909.0,57160.0,251.0,77
7278,17.03.2019 19:30 - 17.03.2019 19:45,56336.0,56868.0,532.0,78
7279,17.03.2019 19:45 - 17.03.2019 20:00,55715.0,56692.0,977.0,79
7280,17.03.2019 20:00 - 17.03.2019 20:15,55414.0,56255.0,841.0,80
7281,17.03.2019 20:15 - 17.03.2019 20:30,54514.0,55278.0,764.0,81
7282,17.03.2019 20:30 - 17.03.2019 20:45,53510.0,54599.0,1089.0,82
7283,17.03.2019 20:45 - 17.03.2019 21:00,53487.0,54123.0,636.0,83
7284,17.03.2019 21:00 - 17.03.2019 21:15,52456.0,54010.0,1554.0,84
7285,17.03.2019 21:15 - 17.03.2019 21:30,52217.0,53637.0,1420.0,85
7286,17.03.2019 21:30 - 17.03.2019 21:45,52814.0,53037.0,223.0,86
7287,17.03.2019 21:45 - 17.03.2019 22:00,52446.0,53627.0,1181.0,87
7288,17.03.2019 22:00 - 17.03.2019 22:15,53108.0,54490.0,1382.0,88
7289,17.03.2019 22:15 - 17.03.2019 22:30,52769.0,54030.0,1261.0,89
7290,17.03.2019 22:30 - 17.03.2019 22:45,51994.0,53654.0,1660.0,90
7291,17.03.2019 22:45 - 17.03.2019 23:00,51171.0,53153.0,1982.0,91
7292,17.03.2019 23:00 - 17.03.2019 23:15,50049.0,52278.0,2229.0,92
7293,17.03.2019 23:15 - 17.03.2019 23:30,49276.0,51626.0,2350.0,93
7294,17.03.2019 23:30 - 17.03.2019 23:45,48448.0,51280.0,2832.0,94
7295,17.03.2019 23:45 - 18.03.2019 00:00,47884.0,50189.0,2305.0,95
7296,18.03.2019 00:00 - 18.03.2019 00:15,47209.0,49494.0,2285.0,0
7297,18.03.2019 00:15 - 18.03.2019 00:30,46720.0,48952.0,2232.0,1
7298,18.03.2019 00:30 - 18.03.2019 00:45,46291.0,48356.0,2065.0,2
7299,18.03.2019 00:45 - 18.03.2019 01:00,45977.0,48060.0,2083.0,3
7300,18.03.2019 01:00 - 18.03.2019 01:15,45491.0,47741.0,2250.0,4
7301,18.03.2019 01:15 - 18.03.2019 01:30,45153.0,47298.0,2145.0,5
7302,18.03.2019 01:30 - 18.03.2019 01:45,44971.0,47300.0,2329.0,6
7303,18.03.2019 01:45 - 18.03.2019 02:00,44655.0,47206.0,2551.0,7
7304,18.03.2019 02:00 - 18.03.2019 02:15,44434.0,47267.0,2833.0,8
7305,18.03.2019 02:15 - 18.03.2019 02:30,44462.0,47385.0,2923.0,9
7306,18.03.2019 02:30 - 18.03.2019 02:45,44380.0,47373.0,2993.0,10
7307,18.03.2019 02:45 - 18.03.2019 03:00,44540.0,47598.0,3058.0,11
7308,18.03.2019 03:00 - 18.03.2019 03:15,44733.0,47928.0,3195.0,12
7309,18.03.2019 03:15 - 18.03.2019 03:30,44820.0,48189.0,3369.0,13
7310,18.03.2019 03:30 - 18.03.2019 03:45,45092.0,48302.0,3210.0,14
7311,18.03.2019 03:45 - 18.03.2019 04:00,45293.0,48545.0,3252.0,15
7312,18.03.2019 04:00 - 18.03.2019 04:15,45852.0,48747.0,2895.0,16
7313,18.03.2019 04:15 - 18.03.2019 04:30,46368.0,49228.0,2860.0,17
7314,18.03.2019 04:30 - 18.03.2019 04:45,47002.0,50062.0,3060.0,18
7315,18.03.2019 04:45 - 18.03.2019 05:00,47590.0,50426.0,2836.0,19
7316,18.03.2019 05:00 - 18.03.2019 05:15,49158.0,52005.0,2847.0,20
7317,18.03.2019 05:15 - 18.03.2019 05:30,49851.0,53086.0,3235.0,21
7318,18.03.2019 05:30 - 18.03.2019 05:45,51199.0,54421.0,3222.0,22
7319,18.03.2019 05:45 - 18.03.2019 06:00,52944.0,56139.0,3195.0,23
7320,18.03.2019 06:00 - 18.03.2019 06:15,55779.0,58597.0,2818.0,24
7321,18.03.2019 06:15 - 18.03.2019 06:30,58204.0,61084.0,2880.0,25
7322,18.03.2019 06:30 - 18.03.2019 06:45,59859.0,62478.0,2619.0,26
7323,18.03.2019 06:45 - 18.03.2019 07:00,61199.0,63644.0,2445.0,27
7324,18.03.2019 07:00 - 18.03.2019 07:15,62714.0,65175.0,2461.0,28
7325,18.03.2019 07:15 - 18.03.2019 07:30,63905.0,67352.0,3447.0,29
7326,18.03.2019 07:30 - 18.03.2019 07:45,64764.0,67784.0,3020.0,30
7327,18.03.2019 07:45 - 18.03.2019 08:00,65877.0,68674.0,2797.0,31
